Time taken: 0:00:33.067400
Result steps:
0: ((5, 3, 8), (4, 7, 1), (6, 9, 2))
1: ((3, 5, 8), (4, 7, 1), (6, 9, 2))
2: ((4, 5, 8), (3, 7, 1), (6, 9, 2))
3: ((5, 4, 8), (3, 7, 1), (6, 9, 2))
4: ((3, 4, 8), (5, 7, 1), (6, 9, 2))
5: ((4, 3, 8), (5, 7, 1), (6, 9, 2))
6: ((4, 8, 3), (5, 7, 1), (6, 9, 2))
7: ((8, 4, 3), (5, 7, 1), (6, 9, 2))
8: ((5, 4, 3), (8, 7, 1), (6, 9, 2))
9: ((5, 4, 3), (6, 7, 1), (8, 9, 2))
10: ((5, 4, 3), (6, 7, 2), (8, 9, 1))
11: ((5, 4, 3), (6, 7, 2), (8, 1, 9))
12: ((5, 4, 3), (6, 7, 2), (1, 8, 9))
13: ((5, 4, 3), (7, 6, 2), (1, 8, 9))
14: ((5, 4, 3), (7, 2, 6), (1, 8, 9))
15: ((5, 4, 3), (1, 2, 6), (7, 8, 9))
16: ((1, 4, 3), (5, 2, 6), (7, 8, 9))
17: ((1, 2, 3), (5, 4, 6), (7, 8, 9))
18: ((1, 2, 3), (4, 5, 6), (7, 8, 9))
