Search steps:
0: ((6, 2, 7), (9, 8, 4), (3, 1, 5))
1: ((6, 2, 7), (9, 1, 4), (3, 8, 5))
2: ((6, 2, 7), (1, 9, 4), (3, 8, 5))
3: ((1, 2, 7), (6, 9, 4), (3, 8, 5))
4: ((1, 2, 7), (6, 4, 9), (3, 8, 5))
5: ((1, 2, 7), (4, 6, 9), (3, 8, 5))
6: ((1, 2, 7), (4, 6, 5), (3, 8, 9))
7: ((1, 2, 7), (4, 5, 6), (3, 8, 9))
8: ((1, 7, 2), (4, 5, 6), (3, 8, 9))
9: ((1, 2, 6), (4, 5, 7), (3, 8, 9))
10: ((1, 2, 7), (4, 5, 6), (8, 3, 9))
11: ((1, 2, 7), (3, 5, 6), (4, 8, 9))
12: ((1, 2, 7), (4, 3, 6), (8, 5, 9))
13: ((1, 2, 7), (4, 5, 9), (3, 8, 6))
14: ((1, 2, 6), (4, 5, 9), (3, 8, 7))
15: ((1, 2, 7), (3, 4, 9), (6, 8, 5))
16: ((1, 2, 7), (4, 3, 9), (6, 8, 5))
17: ((1, 2, 7), (4, 3, 5), (6, 8, 9))
18: ((1, 2, 7), (4, 5, 3), (6, 8, 9))
19: ((1, 2, 3), (4, 5, 7), (6, 8, 9))
20: ((1, 7, 2), (4, 5, 3), (6, 8, 9))
21: ((1, 2, 7), (4, 5, 3), (8, 6, 9))
22: ((1, 2, 3), (4, 5, 9), (6, 8, 7))
23: ((1, 2, 3), (4, 7, 5), (6, 8, 9))
24: ((1, 2, 3), (4, 5, 7), (8, 6, 9))
25: ((1, 2, 7), (3, 4, 5), (6, 8, 9))
26: ((1, 7, 2), (4, 5, 3), (8, 6, 9))
27: ((1, 2, 7), (4, 5, 3), (8, 9, 6))
28: ((7, 1, 2), (4, 5, 3), (6, 8, 9))
29: ((1, 5, 2), (4, 7, 3), (6, 8, 9))
30: ((1, 7, 2), (4, 3, 5), (6, 8, 9))
31: ((1, 2, 5), (4, 3, 7), (6, 8, 9))
32: ((1, 2, 5), (4, 7, 3), (6, 8, 9))
33: ((1, 2, 7), (4, 3, 5), (8, 6, 9))
34: ((1, 2, 5), (7, 4, 3), (6, 8, 9))
35: ((1, 2, 5), (4, 8, 3), (6, 7, 9))
36: ((1, 2, 5), (4, 8, 3), (7, 6, 9))
37: ((1, 2, 3), (4, 8, 5), (7, 6, 9))
38: ((1, 2, 5), (4, 6, 3), (7, 8, 9))
39: ((1, 2, 3), (4, 6, 5), (7, 8, 9))
40: ((1, 2, 3), (4, 5, 6), (7, 8, 9))
