Search steps:
0: ((5, 3, 8), (4, 7, 1), (6, 9, 2))
1: ((5, 8, 3), (4, 7, 1), (6, 9, 2))
2: ((5, 8, 3), (4, 7, 1), (6, 2, 9))
3: ((5, 8, 3), (4, 2, 1), (6, 7, 9))
4: ((5, 8, 3), (4, 2, 1), (7, 6, 9))
5: ((5, 2, 3), (4, 8, 1), (7, 6, 9))
6: ((5, 2, 1), (4, 8, 3), (7, 6, 9))
7: ((5, 8, 1), (4, 2, 3), (7, 6, 9))
8: ((5, 2, 1), (4, 6, 3), (7, 8, 9))
9: ((5, 2, 3), (4, 6, 1), (7, 8, 9))
10: ((5, 2, 3), (4, 1, 6), (7, 8, 9))
11: ((5, 1, 3), (4, 2, 6), (7, 8, 9))
12: ((1, 5, 3), (4, 2, 6), (7, 8, 9))
13: ((1, 2, 3), (4, 5, 6), (7, 8, 9))
